flight_number,aircraft_registration,origin_iata,destination_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,airline_code,flight_id
MK 9355,Unknown,MXP,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:10Z,2026-05-31 10:58Z,Expected,MK,MK9355_2026-05-31 09:40Z
AM 5963,Unknown,MXP,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:10Z,2026-05-31 10:58Z,Expected,AM,AM5963_2026-05-31 09:40Z
MU 1776,Unknown,MXP,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:10Z,2026-05-31 10:58Z,Expected,MU,MU1776_2026-05-31 09:40Z
KQ 3120,Unknown,MXP,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:10Z,2026-05-31 10:58Z,Expected,KQ,KQ3120_2026-05-31 09:40Z
AF 1331,Unknown,MXP,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:10Z,2026-05-31 10:58Z,Expected,AF,AF1331_2026-05-31 09:40Z
FI 542,Unknown,KEF,CDG,2026-05-31 07:35Z,2026-05-31 07:35Z,2026-05-31 11:00Z,2026-05-31 11:00Z,Expected,FI,FI542_2026-05-31 07:35Z
BJ 568,Unknown,MIR,CDG,2026-05-31 08:15Z,2026-05-31 08:15Z,2026-05-31 11:00Z,2026-05-31 11:00Z,Expected,BJ,BJ568_2026-05-31 08:15Z
AF 9833,Unknown,FCO,CDG,2026-05-31 09:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:02Z,Expected,AF,AF9833_2026-05-31 09:00Z
DL 6661,Unknown,FCO,CDG,2026-05-31 09:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:02Z,Expected,DL,DL6661_2026-05-31 09:00Z
AZ 318,Unknown,FCO,CDG,2026-05-31 09:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:02Z,Expected,AZ,AZ318_2026-05-31 09:00Z
G3 5057,Unknown,NTE,CDG,2026-05-31 10:05Z,Not Available,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,G3,G35057_2026-05-31 10:05Z
DL 8493,Unknown,NTE,CDG,2026-05-31 10:05Z,Not Available,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,DL,DL8493_2026-05-31 10:05Z
MK 9093,Unknown,NTE,CDG,2026-05-31 10:05Z,Not Available,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,MK,MK9093_2026-05-31 10:05Z
AY 6338,Unknown,NTE,CDG,2026-05-31 10:05Z,Not Available,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,AY,AY6338_2026-05-31 10:05Z
AF 7503,Unknown,NTE,CDG,2026-05-31 10:05Z,Not Available,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,AF,AF7503_2026-05-31 10:05Z
KL 2081,Unknown,NTE,CDG,2026-05-31 10:05Z,Not Available,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,KL,KL2081_2026-05-31 10:05Z
AM 5893,Unknown,NTE,CDG,2026-05-31 10:05Z,Not Available,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,AM,AM5893_2026-05-31 10:05Z
SK 837,Unknown,OSL,CDG,2026-05-31 08:45Z,2026-05-31 08:45Z,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,SK,SK837_2026-05-31 08:45Z
A3 616,Unknown,ATH,CDG,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 11:10Z,2026-05-31 11:10Z,Expected,A3,A3616_2026-05-31 07:40Z
AM 6053,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,AM,AM6053_2026-05-31 10:00Z
DL 8603,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,DL,DL8603_2026-05-31 10:00Z
AF 1843,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,AF,AF1843_2026-05-31 10:00Z
UU 8843,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,UU,UU8843_2026-05-31 10:00Z
LX 4606,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,LX,LX4606_2026-05-31 10:00Z
KQ 3913,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,KQ,KQ3913_2026-05-31 10:00Z
MK 9593,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,MK,MK9593_2026-05-31 10:00Z
UX 2215,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,UX,UX2215_2026-05-31 10:00Z
SK 9841,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,SK,SK9841_2026-05-31 10:00Z
KE 6348,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,KE,KE6348_2026-05-31 10:00Z
BT 5793,Unknown,GVA,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,BT,BT5793_2026-05-31 10:00Z
AM 5848,Unknown,BOD,CDG,2026-05-31 09:50Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,AM,AM5848_2026-05-31 09:50Z
AF 7433,Unknown,BOD,CDG,2026-05-31 09:50Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,AF,AF7433_2026-05-31 09:50Z
SK 9716,Unknown,BOD,CDG,2026-05-31 09:50Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,SK,SK9716_2026-05-31 09:50Z
MK 9015,Unknown,BOD,CDG,2026-05-31 09:50Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,MK,MK9015_2026-05-31 09:50Z
AR 7825,Unknown,BOD,CDG,2026-05-31 09:50Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,AR,AR7825_2026-05-31 09:50Z
DL 8376,Unknown,BOD,CDG,2026-05-31 09:50Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,DL,DL8376_2026-05-31 09:50Z
AY 6334,Unknown,BOD,CDG,2026-05-31 09:50Z,Not Available,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,AY,AY6334_2026-05-31 09:50Z
GQ 900,Unknown,ATH,CDG,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 11:15Z,2026-05-31 11:15Z,Expected,GQ,GQ900_2026-05-31 07:40Z
VS 6729,F-HUVT,MIA,CDG,2026-05-31 03:00Z,2026-05-31 03:24Z,2026-05-31 12:00Z,2026-05-31 11:17Z,Expected,VS,VS6729_2026-05-31 03:00Z
DL 8706,F-HUVT,MIA,CDG,2026-05-31 03:00Z,2026-05-31 03:24Z,2026-05-31 12:00Z,2026-05-31 11:17Z,Expected,DL,DL8706_2026-05-31 03:00Z
AF 93,F-HUVT,MIA,CDG,2026-05-31 03:00Z,2026-05-31 03:24Z,2026-05-31 12:00Z,2026-05-31 11:17Z,Expected,AF,AF93_2026-05-31 03:00Z
KL 2309,F-HUVT,MIA,CDG,2026-05-31 03:00Z,2026-05-31 03:24Z,2026-05-31 12:00Z,2026-05-31 11:17Z,Expected,KL,KL2309_2026-05-31 03:00Z
KL 3613,F-HTYC,LAS,CDG,2026-05-31 00:50Z,2026-05-31 01:11Z,2026-05-31 11:05Z,2026-05-31 11:20Z,Expected,KL,KL3613_2026-05-31 00:50Z
DL 8701,F-HTYC,LAS,CDG,2026-05-31 00:50Z,2026-05-31 01:11Z,2026-05-31 11:05Z,2026-05-31 11:20Z,Expected,DL,DL8701_2026-05-31 00:50Z
AF 57,F-HTYC,LAS,CDG,2026-05-31 00:50Z,2026-05-31 01:11Z,2026-05-31 11:05Z,2026-05-31 11:20Z,Expected,AF,AF57_2026-05-31 00:50Z
VS 6714,F-HTYC,LAS,CDG,2026-05-31 00:50Z,2026-05-31 01:11Z,2026-05-31 11:05Z,2026-05-31 11:20Z,Expected,VS,VS6714_2026-05-31 00:50Z
LM 593,Unknown,JER,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:20Z,2026-05-31 11:20Z,Expected,LM,LM593_2026-05-31 10:00Z
KL 2179,Unknown,TUN,CDG,2026-05-31 08:50Z,Not Available,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,KL,KL2179_2026-05-31 08:50Z
DL 8597,Unknown,TUN,CDG,2026-05-31 08:50Z,Not Available,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,DL,DL8597_2026-05-31 08:50Z
AF 1085,Unknown,TUN,CDG,2026-05-31 08:50Z,Not Available,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,AF,AF1085_2026-05-31 08:50Z
KE 6396,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,KE,KE6396_2026-05-31 09:55Z
MU 1702,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,MU,MU1702_2026-05-31 09:55Z
UU 8669,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,UU,UU8669_2026-05-31 09:55Z
DL 8352,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,DL,DL8352_2026-05-31 09:55Z
VS 6631,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,VS,VS6631_2026-05-31 09:55Z
MK 9431,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,MK,MK9431_2026-05-31 09:55Z
G3 5281,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,G3,G35281_2026-05-31 09:55Z
AM 5789,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,AM,AM5789_2026-05-31 09:55Z
AF 1669,Unknown,MAN,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:25Z,2026-05-31 11:25Z,Expected,AF,AF1669_2026-05-31 09:55Z
S4 7306,Unknown,LIS,CDG,2026-05-31 08:50Z,2026-05-31 08:50Z,2026-05-31 11:20Z,2026-05-31 11:28Z,Expected,S4,S47306_2026-05-31 08:50Z
AM 5909,Unknown,LIS,CDG,2026-05-31 08:50Z,2026-05-31 08:50Z,2026-05-31 11:20Z,2026-05-31 11:28Z,Expected,AM,AM5909_2026-05-31 08:50Z
DL 8641,Unknown,LIS,CDG,2026-05-31 08:50Z,2026-05-31 08:50Z,2026-05-31 11:20Z,2026-05-31 11:28Z,Expected,DL,DL8641_2026-05-31 08:50Z
AF 1225,Unknown,LIS,CDG,2026-05-31 08:50Z,2026-05-31 08:50Z,2026-05-31 11:20Z,2026-05-31 11:28Z,Expected,AF,AF1225_2026-05-31 08:50Z
KL 2119,F-GSQT,LIM,CDG,2026-05-30 22:55Z,2026-05-30 23:43Z,2026-05-31 11:25Z,2026-05-31 11:28Z,Expected,KL,KL2119_2026-05-30 22:55Z
AF 501,F-GSQT,LIM,CDG,2026-05-30 22:55Z,2026-05-30 23:43Z,2026-05-31 11:25Z,2026-05-31 11:28Z,Expected,AF,AF501_2026-05-30 22:55Z
AF 431,F-HTYG,SJO,CDG,2026-05-31 00:50Z,Not Available,2026-05-31 11:20Z,2026-05-31 11:29Z,Expected,AF,AF431_2026-05-31 00:50Z
KL 2367,F-HTYG,SJO,CDG,2026-05-31 00:50Z,Not Available,2026-05-31 11:20Z,2026-05-31 11:29Z,Expected,KL,KL2367_2026-05-31 00:50Z
AF 1383,Unknown,PRG,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,AF,AF1383_2026-05-31 09:40Z
UU 8383,Unknown,PRG,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,UU,UU8383_2026-05-31 09:40Z
CI 9305,Unknown,PRG,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,CI,CI9305_2026-05-31 09:40Z
AM 6064,Unknown,PRG,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,AM,AM6064_2026-05-31 09:40Z
MU 1704,Unknown,PRG,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,MU,MU1704_2026-05-31 09:40Z
JL 5316,Unknown,PRG,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,Unknown,JL5316_2026-05-31 09:40Z
DL 8295,Unknown,PRG,CDG,2026-05-31 09:40Z,2026-05-31 09:40Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,DL,DL8295_2026-05-31 09:40Z
VL 2230,Unknown,MUC,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,VL,VL2230_2026-05-31 09:55Z
LH 2230,Unknown,MUC,CDG,2026-05-31 09:55Z,2026-05-31 09:55Z,2026-05-31 11:30Z,2026-05-31 11:30Z,Expected,LH,LH2230_2026-05-31 09:55Z
SK 9862,Unknown,MRS,CDG,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,SK,SK9862_2026-05-31 10:05Z
AM 5876,Unknown,MRS,CDG,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,AM,AM5876_2026-05-31 10:05Z
G3 5288,Unknown,MRS,CDG,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,G3,G35288_2026-05-31 10:05Z
DL 8441,Unknown,MRS,CDG,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,DL,DL8441_2026-05-31 10:05Z
AF 7333,Unknown,MRS,CDG,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,AF,AF7333_2026-05-31 10:05Z
KE 6448,Unknown,MRS,CDG,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,KE,KE6448_2026-05-31 10:05Z
AR 7821,Unknown,MRS,CDG,2026-05-31 10:05Z,2026-05-31 10:05Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,AR,AR7821_2026-05-31 10:05Z
EK 73,A6-EOA,DXB,CDG,2026-05-31 04:05Z,2026-05-31 05:09Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,EK,EK73_2026-05-31 04:05Z
VS 6695,F-HUVS,MEX,CDG,2026-05-31 01:15Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:35Z,Expected,VS,VS6695_2026-05-31 01:15Z
AF 179,F-HUVS,MEX,CDG,2026-05-31 01:15Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:35Z,Expected,AF,AF179_2026-05-31 01:15Z
KL 2383,F-HUVS,MEX,CDG,2026-05-31 01:15Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:35Z,Expected,KL,KL2383_2026-05-31 01:15Z
AM 6103,F-HUVS,MEX,CDG,2026-05-31 01:15Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:35Z,Expected,AM,AM6103_2026-05-31 01:15Z
KQ 1229,PH-BXN,AMS,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,KQ,KQ1229_2026-05-31 10:30Z
KL 1407,PH-BXN,AMS,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,KL,KL1407_2026-05-31 10:30Z
6E 3191,PH-BXN,AMS,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,6E,6E3191_2026-05-31 10:30Z
DL 9164,PH-BXN,AMS,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,DL,DL9164_2026-05-31 10:30Z
WS 5214,PH-BXN,AMS,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,WS,WS5214_2026-05-31 10:30Z
CI 8567,PH-BXN,AMS,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,CI,CI8567_2026-05-31 10:30Z
MK 7597,PH-BXN,AMS,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,MK,MK7597_2026-05-31 10:30Z
AF 5474,PH-BXN,AMS,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,AF,AF5474_2026-05-31 10:30Z
DL 8357,Unknown,FRA,CDG,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,DL,DL8357_2026-05-31 10:10Z
UU 8619,Unknown,FRA,CDG,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,UU,UU8619_2026-05-31 10:10Z
AM 5815,Unknown,FRA,CDG,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,AM,AM5815_2026-05-31 10:10Z
MK 9381,Unknown,FRA,CDG,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,MK,MK9381_2026-05-31 10:10Z
CI 9297,Unknown,FRA,CDG,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,CI,CI9297_2026-05-31 10:10Z
AF 1619,Unknown,FRA,CDG,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,AF,AF1619_2026-05-31 10:10Z
SK 9834,Unknown,FRA,CDG,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,SK,SK9834_2026-05-31 10:10Z
KQ 3941,Unknown,FRA,CDG,2026-05-31 10:10Z,2026-05-31 10:10Z,2026-05-31 11:40Z,2026-05-31 11:40Z,Expected,KQ,KQ3941_2026-05-31 10:10Z
U2 3809,OE-IJQ,MXP,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:35Z,2026-05-31 11:41Z,Expected,U2,U23809_2026-05-31 10:00Z
EC 3809,OE-IJQ,MXP,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:35Z,2026-05-31 11:41Z,Expected,EC,EC3809_2026-05-31 10:00Z
SK 9869,Unknown,MUC,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:45Z,2026-05-31 11:45Z,Expected,SK,SK9869_2026-05-31 10:00Z
DL 8505,Unknown,MUC,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:45Z,2026-05-31 11:45Z,Expected,DL,DL8505_2026-05-31 10:00Z
AF 1723,Unknown,MUC,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:45Z,2026-05-31 11:45Z,Expected,AF,AF1723_2026-05-31 10:00Z
MK 9443,Unknown,MUC,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:45Z,2026-05-31 11:45Z,Expected,MK,MK9443_2026-05-31 10:00Z
UU 8723,Unknown,MUC,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:45Z,2026-05-31 11:45Z,Expected,UU,UU8723_2026-05-31 10:00Z
KQ 3947,Unknown,MUC,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:45Z,2026-05-31 11:45Z,Expected,KQ,KQ3947_2026-05-31 10:00Z
AM 5826,Unknown,MUC,CDG,2026-05-31 10:00Z,2026-05-31 10:00Z,2026-05-31 11:45Z,2026-05-31 11:45Z,Expected,AM,AM5826_2026-05-31 10:00Z
UU 8763,Unknown,BLL,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,UU,UU8763_2026-05-31 10:00Z
SK 9707,Unknown,BLL,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,SK,SK9707_2026-05-31 10:00Z
DL 8336,Unknown,BLL,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,DL,DL8336_2026-05-31 10:00Z
AF 1763,Unknown,BLL,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,AF,AF1763_2026-05-31 10:00Z
MK 9625,Unknown,BLL,CDG,2026-05-31 10:00Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,MK,MK9625_2026-05-31 10:00Z
U2 2107,Unknown,MAN,CDG,2026-05-31 10:15Z,2026-05-31 10:15Z,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,U2,U22107_2026-05-31 10:15Z
DL 8260,Unknown,LHR,CDG,2026-05-31 10:30Z,2026-05-31 10:30Z,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,DL,DL8260_2026-05-31 10:30Z
KQ 3981,Unknown,ALG,CDG,2026-05-31 09:20Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,KQ,KQ3981_2026-05-31 09:20Z
KL 2181,Unknown,ALG,CDG,2026-05-31 09:20Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,KL,KL2181_2026-05-31 09:20Z
AF 1555,Unknown,ALG,CDG,2026-05-31 09:20Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,AF,AF1555_2026-05-31 09:20Z
AF 7307,Unknown,NCE,CDG,2026-05-31 10:15Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,AF,AF7307_2026-05-31 10:15Z
SQ 1871,Unknown,NCE,CDG,2026-05-31 10:15Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,SQ,SQ1871_2026-05-31 10:15Z
AY 6352,Unknown,NCE,CDG,2026-05-31 10:15Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,AY,AY6352_2026-05-31 10:15Z
MU 1518,Unknown,NCE,CDG,2026-05-31 10:15Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,MU,MU1518_2026-05-31 10:15Z
BT 5606,Unknown,NCE,CDG,2026-05-31 10:15Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,BT,BT5606_2026-05-31 10:15Z
MK 9143,Unknown,NCE,CDG,2026-05-31 10:15Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,MK,MK9143_2026-05-31 10:15Z
DL 8573,Unknown,NCE,CDG,2026-05-31 10:15Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,DL,DL8573_2026-05-31 10:15Z
AM 5885,Unknown,NCE,CDG,2026-05-31 10:15Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,AM,AM5885_2026-05-31 10:15Z
EC 4684,Unknown,AGA,CDG,2026-05-31 08:15Z,2026-05-31 08:15Z,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,EC,EC4684_2026-05-31 08:15Z
U2 4684,Unknown,AGA,CDG,2026-05-31 08:15Z,2026-05-31 08:15Z,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,U2,U24684_2026-05-31 08:15Z
LY 323,Unknown,TLV,CDG,2026-05-31 07:00Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,LY,LY323_2026-05-31 07:00Z
AF 7069,Unknown,TLV,CDG,2026-05-31 07:00Z,Not Available,2026-05-31 11:50Z,2026-05-31 11:50Z,Expected,AF,AF7069_2026-05-31 07:00Z
SV 127,HZ-AR22,JED,CDG,2026-05-31 05:50Z,2026-05-31 05:50Z,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,SV,SV127_2026-05-31 05:50Z
AF 6673,HZ-AR22,JED,CDG,2026-05-31 05:50Z,2026-05-31 05:50Z,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,AF,AF6673_2026-05-31 05:50Z
G3 5075,Unknown,TLS,CDG,2026-05-31 10:30Z,Not Available,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,G3,G35075_2026-05-31 10:30Z
DL 8546,Unknown,TLS,CDG,2026-05-31 10:30Z,Not Available,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,DL,DL8546_2026-05-31 10:30Z
AM 5902,Unknown,TLS,CDG,2026-05-31 10:30Z,Not Available,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,AM,AM5902_2026-05-31 10:30Z
AF 7409,Unknown,TLS,CDG,2026-05-31 10:30Z,Not Available,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,AF,AF7409_2026-05-31 10:30Z
MK 9151,Unknown,TLS,CDG,2026-05-31 10:30Z,Not Available,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,MK,MK9151_2026-05-31 10:30Z
SK 9889,Unknown,TLS,CDG,2026-05-31 10:30Z,Not Available,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,SK,SK9889_2026-05-31 10:30Z
AF 1413,Unknown,LIN,CDG,2026-05-31 10:20Z,2026-05-31 10:20Z,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,AF,AF1413_2026-05-31 10:20Z
DL 8446,Unknown,LIN,CDG,2026-05-31 10:20Z,2026-05-31 10:20Z,2026-05-31 11:55Z,2026-05-31 11:55Z,Expected,DL,DL8446_2026-05-31 10:20Z
KL 2412,F-GZNU,GIG,CDG,2026-05-31 01:00Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:57Z,Expected,KL,KL2412_2026-05-31 01:00Z
MU 1612,F-GZNU,GIG,CDG,2026-05-31 01:00Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:57Z,Expected,MU,MU1612_2026-05-31 01:00Z
AF 443,F-GZNU,GIG,CDG,2026-05-31 01:00Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:57Z,Expected,AF,AF443_2026-05-31 01:00Z
G3 5004,F-GZNU,GIG,CDG,2026-05-31 01:00Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:57Z,Expected,G3,G35004_2026-05-31 01:00Z
SK 9965,F-GZNU,GIG,CDG,2026-05-31 01:00Z,Not Available,2026-05-31 12:10Z,2026-05-31 11:57Z,Expected,SK,SK9965_2026-05-31 01:00Z
